"","V1","V2","V3","V4","V5","V6","V7"
"1",-15.7142535714286,2.8571642857143,21.4285821428572,40,58.5714178571429,77.1428357142857,95.7142535714286
"2",1.66682499999999,12.8572642857143,24.0477035714286,35.2381428571429,46.4285821428571,57.6190214285714,68.8094607142857
"3",-4.64286071428572,8.80953571428572,22.2619321428571,35.7143285714286,49.166725,62.6191214285714,76.0715178571429
"4",-2.26207142857143,8.80942857142857,19.8809285714286,30.9524285714286,42.0239285714286,53.0954285714286,64.1669285714286
"5",24.8806785714286,33.5712,42.2617214285714,50.9522428571429,59.6427642857143,68.3332857142857,77.0238071428571
"6",17.8570714285714,27.619,37.3809285714286,47.1428571428571,56.9047857142857,66.6667142857143,76.4286428571429
"7",-0.357146428571435,10.7142642857143,21.785675,32.8570857142857,43.9284964285714,54.9999071428571,66.0713178571428
"8",-13.9286428571429,2.14285714285717,18.2143571428572,34.2858571428571,50.3573571428571,66.4288571428571,82.5003571428571
"9",-12.7380357142857,6.4286285714286,25.5952928571429,44.7619571428572,63.9286214285714,83.0952857142857,102.26195
"10",3.45232142857142,16.9047714285714,30.3572214285714,43.8096714285714,57.2621214285714,70.7145714285714,84.1670214285714
"11",-2.02378571428572,10.2381428571429,22.5000714285714,34.762,47.0239285714286,59.2858571428571,71.5477857142857
"12",-22.4999928571429,-5.47617142857142,11.54765,28.5714714285714,45.5952928571429,62.6191142857143,79.6429357142857
