"","V1","V2","V3","V4","V5","V6","V7"
"1",-12.619075,2.85710714285716,18.3332892857143,33.8094714285714,49.2856535714286,64.7618357142857,80.2380178571429
"2",32.9765714285714,43.5717142857143,54.1668571428572,64.762,75.3571428571429,85.9522857142857,96.5474285714286
"3",-9.52375714285715,4.76197142857144,19.0477,33.3334285714286,47.6191571428571,61.9048857142857,76.1906142857143
"4",-8.80953214285715,4.28570714285715,17.3809464285714,30.4761857142857,43.571425,56.6666642857143,69.7619035714286
"5",5.11896785714284,19.7618357142857,34.4047035714286,49.0475714285714,63.6904392857143,78.3333071428571,92.976175
"6",15.2380714285714,22.8571428571429,30.4762142857143,38.0952857142857,45.7143571428571,53.3334285714286,60.9525
"7",-14.6429357142857,3.09517142857145,20.8332785714286,38.5713857142857,56.3094928571429,74.0476,91.7857071428571
"8",-17.5000035714286,-1.19049285714285,15.1190178571429,31.4285285714286,47.7380392857143,64.04755,80.3570607142857
"9",-7.73821785714287,9.76180714285716,27.2618321428572,44.7618571428571,62.2618821428571,79.7619071428571,97.2619321428571
"10",-1.19064285714287,10.9522857142857,23.0952142857143,35.2381428571429,47.3810714285714,59.524,71.6669285714286
"11",2.50007142857141,19.762,37.0239285714286,54.2858571428571,71.5477857142857,88.8097142857143,106.071642857143
"12",-16.1905678571429,-1.42864999999998,13.3332678571429,28.0951857142857,42.8571035714286,57.6190214285714,72.3809392857143
