"","V1","V2","V3","V4","V5","V6","V7"
"1",-13.0953214285714,1.90467142857144,16.9046642857143,31.9046571428571,46.90465,61.9046428571428,76.9046357142857
"2",60.0000714285715,64.762,69.5239285714286,74.2858571428571,79.0477857142857,83.8097142857143,88.5716428571429
"3",6.66671428571428,15.7142857142857,24.7618571428571,33.8094285714286,42.857,51.9045714285714,60.9521428571429
"4",8.5714607142857,21.4285928571429,34.285725,47.1428571428571,59.9999892857143,72.8571214285714,85.7142535714286
"5",14.8810714285714,28.3334285714286,41.7857857142857,55.2381428571429,68.6905,82.1428571428572,95.5952142857143
"6",23.9284607142857,29.2856071428571,34.6427535714286,39.9999,45.3570464285714,50.7141928571429,56.0713392857143
"7",-13.6904321428572,1.19052142857146,16.071475,30.9524285714286,45.8333821428571,60.7143357142857,75.5952892857143
"8",-18.690575,-1.66674999999999,15.357075,32.3809,49.404725,66.42855,83.452375
"9",-14.643,4.99987142857144,24.6427428571429,44.2856142857143,63.9284857142857,83.5713571428571,103.214228571429
"10",-3.33332142857144,13.3333571428571,30.0000357142857,46.6667142857143,63.3333928571429,80.0000714285714,96.66675
"11",-1.30960714285715,8.80951428571429,18.9286357142857,29.0477571428571,39.1668785714286,49.286,59.4051214285714
"12",-21.7857214285714,-4.52382857142855,12.7380642857143,29.9999571428571,47.26185,64.5237428571428,81.7856357142857
